dhatu_hk	gana	pada	meaning_en	number	dhatu_slp1	dhatu_with_anubandha
bhAs	1	atmanepada	dIptau	0711	BAs	BAsf!
bhikS	1	atmanepada	bhikSAyAmalAbhe lAbhe ca	0690	Bikz	Bikza!
bhid	7	ubhayapada	vidAraNe	0002	Bid	Bidi!r
mid	1	atmanepada	snehane	0844	mid	YimidA!
bhind	1	parasmaipada	avayave ityeke	0067	Bind	Bidi!
bhI	3	parasmaipada	bhaye	0002	BI	YiBI
bhuj	6	parasmaipada	kauTilye	0153	Buj	Bujo!
bhuj	7	parasmaipada	pAlanAbhyavahArayoH	0017	Buj	Buja!
bhU	10	ubhayapada	avakalkane mizrIkaraNa ityeke cintana ityanye	0382	BU	BU
bhU	1	parasmaipada	sattAyAm	0001	BU	BU
bhUS	1	parasmaipada	alaGkAre	0777	BUz	BUza!
bhUS	10	ubhayapada	alaGkAre	0255	BUz	BUza!
bhR	3	ubhayapada	dhAraNapoSaNayoH	0006	Bf	quBfY
bhR	1	ubhayapada	bharaNe	1045	Bf	BfY
bhRMz	10	ubhayapada	bhASArthaH ca	0318	BfMS	BfSi!
bhRMz	4	parasmaipada	adhaHpatane	0137	BfMS	BfMSu!
bhRj	1	atmanepada	bharjane	0202	Bfj	BfjI!
bhRD	6	parasmaipada	nimajjane ityeke	0129	Bfq	Bfqa!
bhRz	4	parasmaipada	adhaHpatane	0136	BfS	BfSu!
bhRR	9	parasmaipada	bhartsane bharane'pyeke	0024	BF	BF
bheS	1	ubhayapada	bhaye gatAvityeke	1026	Bez	Bezf!
bhyas	1	atmanepada	bhaye	0715	Byas	Byasa!
bhraMz	1	atmanepada	avasraMsane ityapi kecit	0860	BraMS	BraMSu!
bhraMz	4	parasmaipada	adhaHpatane	0138	BraMS	BraMSu!
bhraMs	1	atmanepada	avasraMsane	0859	BraMs	BraMsu!
bhrakS	1	ubhayapada	adane	1037	Brakz	Brakza!
bhrajj	6	ubhayapada	pAke	0004	Brajj	Brasja!
bhraN	1	parasmaipada	zabdArthaH	0520	BraR	BraRa!
bhram	4	parasmaipada	anavasthAne	0102	Bram	Bramu!
bhram	1	parasmaipada	calane	0985	Bram	Bramu!
bhrAj	1	atmanepada	dIptau	0205	BrAj	wuBrAjf!
bhrAz	1	atmanepada	dIptau	0958	BrAS	wuBrASf!
bhrI	9	parasmaipada	bhaye bharaNa ityeke	0041	BrI	BrI
bhrUN	10	atmanepada	AzAvizaGkayoH AzAyAm	0213	BrUR	BrURa!
bhrej	1	atmanepada	dIptau	0204	Brej	Brejf!
bhreS	1	ubhayapada	gatau	1027	Brez	Brezf!
bhlakS	1	ubhayapada	adane	1038	Blakz	Blakza!
bhlAz	1	atmanepada	dIptau	0959	BlAS	wuBlASf!
bhleS	1	ubhayapada	gatau	1028	Blez	Blezf!
maMh	10	ubhayapada	bhASArthaH ca	0330	maMh	mahi!
maMh	1	atmanepada	vRddhau	0721	maMh	mahi!
makh	1	parasmaipada	gatyarthaH	0140	maK	maKa!
maGk	1	atmanepada	maNDane	0094	maNk	maki!
maGkh	1	parasmaipada	gatyarthaH	0141	maNK	maKi!
maGg	1	parasmaipada	gatyarthaH	0157	maNg	magi!
maGgh	1	atmanepada	gatyAkSepe gatau gatyArambhe cetyapare maghi! kaitave ca	0117	maNG	maGi!
maGgh	1	parasmaipada	maNDane	0183	maNG	maGi!
mac	1	atmanepada	kalkane kathana ityanye	0195	mac	maca!
maJc	1	atmanepada	dhAraNocchrAyapUjaneSu	0197	maYc	maci!
maTh	1	parasmaipada	madanivAsayoH	0384	maW	maWa!
maN	1	parasmaipada	zabdArthaH	0516	maR	maRa!
maNTh	1	atmanepada	zoke	0296	maRW	maWi!
maND	1	atmanepada	ca vibhAjane	0305	maRq	maqi!
maND	10	ubhayapada	bhUSAyAM harSe ca	0076	maRq	maqi!
maND	1	parasmaipada	bhUSAyAm	0361	maRq	maqi!
math	1	parasmaipada	viloDane	0983	maT	maTe!
mad	10	atmanepada	tRptiyoge	0229	mad	mada!
mad	4	parasmaipada	harSe harSaglepanayoH mit 1927	0105	mad	madI!
man	8	atmanepada	avabodhane	0009	man	manu!
man	4	atmanepada	jJAne	0073	man	mana!
mantr	10	atmanepada	guptaparibhASaNe	0199	mantr	matri!
manth	9	parasmaipada	viloDane	0047	manT	manTa!
manth	1	parasmaipada	viloDane	0048	manT	manTa!
mand	1	atmanepada	stutimodamadasvapnakAntigatiSu	0013	mand	madi!
mabhr	1	parasmaipada	gatyarthaH	0639	maBr	maBra!
may	1	atmanepada	gatau	0549	may	maya!
marc	10	ubhayapada	zabdArthaH ca	0151	marc	marca!
marb	1	parasmaipada	gatau	0485	marb	marba!
marv	1	parasmaipada	pUraNe	0659	marv	marva!
mal	1	atmanepada	dhAraNe	0566	mal	mala!
mall	1	atmanepada	dhAraNe	0567	mall	malla!
mav	1	parasmaipada	bandhane	0683	mav	mava!
mavy	1	parasmaipada	bandhane	0585	mavy	mavya!
maz	1	parasmaipada	zabde	0825	maS	maSa!
maS	1	parasmaipada	hiMsArthaH	0788	maz	maza!
mask	1	atmanepada	gatyarthaH	0107	mask	maska!
mas	4	parasmaipada	parimAne	0131	mas	masI!
masj	6	parasmaipada	zuddhau	0151	masj	wumasjo!
maha	10	ubhayapada	pUjAyAm	0406	maha	maha
mah	1	parasmaipada	pUjAyAm	0831	mah	maha!
mA	4	atmanepada	mAne	0037	mA	mAN
mA	2	parasmaipada	mAne	0057	mA	mA
mA	3	atmanepada	mAne zabde ca	0007	mA	mAN
mAGkS	1	parasmaipada	kAGkSAyAm	0762	mANkz	mAkzi!
mAn	10	atmanepada	stambhe ityeke	0234	mAn	mAna!
man	10	atmanepada	stambhe	0233	man	mana!
mAn	10	ubhayapada	pUjAyAm	0381	mAn	mAna!
mAn	1	atmanepada	pUjAyAm	1127	mAn	mAna!
mArg	10	ubhayapada	anveSaNe	0384	mArg	mArga!
mArj	10	ubhayapada	zabdArthau	0150	mArj	mArja!
mAh	1	ubhayapada	mAne	1042	mAh	mAhf!
mi	5	ubhayapada	prakSepane	0004	mi	qumiY
mich	6	parasmaipada	utkleze	0017	miC	miCa!
miJj	10	ubhayapada	bhASArthaH	0286	miYj	miji!
mith	1	ubhayapada	medhAhiMsanayoH ityeke	1008	miT	miTf!
mid	1	ubhayapada	medhAhiMsanayoH	1006	mid	midf!
mid	10	ubhayapada	snehane ityeke	0012	mid	mida!
mid	4	parasmaipada	snehane	0158	mid	YimidA!
midh	1	ubhayapada	medhAhiMsanayoH ityanye	1010	miD	miDf!
mind	10	ubhayapada	snehane	0011	mind	midi!
minv	1	parasmaipada	secane secane cetyeke	0672	minv	mivi!
mil	6	parasmaipada	zleSaNe	0091	mil	mila!
mil	6	ubhayapada	saGgame saGgamane	0165	mil	mila!
miz	1	parasmaipada	zabde	0824	miS	miSa!
mizra	10	ubhayapada	samparke	0466	miSra	miSra
miS	1	parasmaipada	secane	0795	miz	mizu!
miS	6	parasmaipada	spardhAyAm	0079	miz	miza!
mih	1	parasmaipada	secane	1147	mih	miha!
mI	10	ubhayapada	gatau	0361	mI	mI
mI	4	atmanepada	hiMsAyAm	0032	mI	mIN
mI	9	ubhayapada	hiMsAyAm bandhane mAne	0004	mI	mIY
mIm	1	parasmaipada	gatau mImR! zabde ca	0539	mIm	mImf!
mIl	1	parasmaipada	nimeSaNe	0595	mIl	mIla!
mIv	1	parasmaipada	sthaulye	0645	mIv	mIva!
muGkh	1	parasmaipada	gatyarthaH ityapi kecit	0166	muNK	muKi!
muc	10	ubhayapada	pramocane modane ca pramocanamodanayoH	0272	muc	muca!
muc	6	ubhayapada	mokSaNe mocane	0166	muc	mucx!
muj	1	parasmaipada	zabdArthaH	0283	muj	muja!
muJc	1	atmanepada	kalkane kathana ityanye	0196	muYc	muci!
muJj	1	parasmaipada	zabdArthAH	0284	muYj	muji!
muT	1	parasmaipada	mardane pramardane ityeke	0366	muw	muwa!
muT	6	parasmaipada	AkSepapramardanayoH	0101	muw	muwa!
muT	10	ubhayapada	saJcUrNane	0104	muw	muwa!
muD	1	parasmaipada	muTa!' mardane pramardane	0364	muq	muqa!
muN	6	parasmaipada	pratijJAne	0060	muR	muRa!
muNTh	1	atmanepada	pAlane	0298	muRW	muWi!
muND	1	parasmaipada	khaNDane	0369	muRq	muqi!
muND	1	atmanepada	mArjane	0308	muRq	muqi!
mud	10	ubhayapada	saMsarge	0268	mud	muda!
mud	1	atmanepada	harSe	0016	mud	muda!
mur	6	parasmaipada	saMveSTane saJceSTane	0069	mur	mura!
murch	1	parasmaipada	mohanasamucchrAyayoH	0240	murC	murCA!
murv	1	parasmaipada	bandhane	0656	murv	murvI!
muS	9	parasmaipada	steye	0066	muz	muza!
mus	4	parasmaipada	khaNDane	0130	mus	musa!
must	10	ubhayapada	saGghAte	0126	must	musta!
muh	4	parasmaipada	vaicittye	0095	muh	muha!
mU	9	ubhayapada	bandhane	0015	mU	mUY
mU	1	atmanepada	bandhane	1122	mU	mUN
mUtra	10	ubhayapada	prasravaNe	0451	mUtra	mUtra
mUl	1	parasmaipada	pratiSThAyAm	0607	mUl	mUla!
mUl	10	ubhayapada	rohane	0092	mUl	mUla!
mUS	1	parasmaipada	steye	0770	mUz	mUza!
mR	6	atmanepada	prANatyAge	0139	mf	mfN
mRkS	1	parasmaipada	saGghAte	0754	mfkz	mfkza!
mRga	10	atmanepada	anveSaNe	0442	mfga	mfga
mRj	2	parasmaipada	mRjU!z zuddhau	0061	mfj	mfjU!
mRj	10	ubhayapada	zaucAlaGkArayoH	0386	mfj	mfjU!
mRD	9	parasmaipada	kSode sukhe ca	0052	mfq	mfqa!
mRD	6	parasmaipada	sukhane	0053	mfq	mfqa!
mRN	6	parasmaipada	hiMsAyAm	0057	mfR	mfRa!
mRND	10	ubhayapada	preraNe	0165	mfRq	mfqi!
mRd	9	parasmaipada	kSode	0051	mfd	mfda!
mRdh	1	ubhayapada	undane	1015	mfD	mfDu!
mRz	6	parasmaipada	AmarzaNe	0161	mfS	mfSa!
mRS	10	ubhayapada	titikSAyAm	0387	mfz	mfza!
mRS	4	ubhayapada	titikSAyAm	0060	mfz	mfza!
mRS	1	parasmaipada	secane mRSu! sahane ca	0804	mfz	mfzu!
mRR	9	parasmaipada	hiMsAyAm	0025	mF	mF
me	1	atmanepada	praNidAne	1116	me	meN
meth	1	ubhayapada	medhAhiMsanayoH ityeke	1009	meT	meTf!
med	1	ubhayapada	medhAhiMsanayoH	1007	med	medf!
medh	1	ubhayapada	medhAhiMsanayoH ityanye medhR! saGgame ca	1011	meD	meDf!
mep	1	atmanepada	gatau	0429	mep	mepf!
mev	1	atmanepada	sevane	0578	mev	mevf!
mokS	10	ubhayapada	Asane asane	0256	mokz	mokza!
mnA	1	parasmaipada	abhyAse	1078	mnA	mnA
mrakS	1	parasmaipada	saGghAte ityeke	0755	mrakz	mrakza!
mrakS	10	ubhayapada	chedane	0168	mrakz	mrakza!
mrach	10	ubhayapada	mlecchane ityeke	0169	mraC	mraCa!
mrad	1	atmanepada	mardane	0871	mrad	mrada!
mruc	1	parasmaipada	gatyarthaH	0222	mruc	mrucu!
mruJc	1	parasmaipada	gatyarthaH	0220	mruYc	mruYcu!
mreT	1	parasmaipada	unmAde	0327	mrew	mrewf!
mreD	1	parasmaipada	unmAde	0328	mreq	mreqf!
mluc	1	parasmaipada	gatyarthAH	0223	mluc	mlucu!
mluJc	1	parasmaipada	gatyarthaH	0221	mluYc	mluYcu!
mlech	10	ubhayapada	chedane mlecha! avyaktAyAM vAci	0170	mleC	mleCa!
mlech	1	parasmaipada	avyakte zabde	0233	mleC	mleCa!
mleT	1	parasmaipada	unmAde ityeke	0329	mlew	mlewf!
mlev	1	atmanepada	sevane	0579	mlev	mlevf!
mlai	1	parasmaipada	harSakSaye	1052	mlE	mlE
yakS	10	atmanepada	pUjAyAm	0215	yakz	yakza!
yaj	1	ubhayapada	devapUjAsaGgatikaraNadAneSu	1157	yaj	yaja!
yat	10	ubhayapada	nikAropaskArayoH	0261	yat	yata!
yat	1	atmanepada	prayatne	0030	yat	yatI!
yantr	10	ubhayapada	saGkocane	0003	yantr	yatri!
yabh	1	parasmaipada	maithune viparItamaithune	1135	yaB	yaBa!
yam	1	parasmaipada	uparame yamo'pariveSaNe na mit 1953	1139	yam	yama!
yam	10	ubhayapada	pariveSaNe mit 1953	0119	yam	yama!
yas	4	parasmaipada	prayatne	0107	yas	yasu!
yA	2	parasmaipada	prApaNe	0044	yA	yA
yAc	1	ubhayapada	yAcJAyAm	1001	yAc	wuyAcf!
yu	10	atmanepada	jugupsAyAm	0235	yu	yu
yu	9	ubhayapada	bandhane	0011	yu	yuY
yu	2	parasmaipada	mizreNe'bhizraNe ca	0027	yu	yu
yuGg	1	parasmaipada	varjane	0175	yuNg	yugi!
yuch	1	parasmaipada	pramAde	0242	yuC	yuCa!
yuj	10	ubhayapada	saMyamane	0338	yuj	yuja!
yuj	7	ubhayapada	yoge	0007	yuj	yuji!r
yuj	4	atmanepada	samAdhau	0074	yuj	yuja!
yut	1	atmanepada	bhAsaNe	0031	yut	yutf!
yudh	4	atmanepada	samprahAre	0069	yuD	yuDa!
yup	4	parasmaipada	vimohane	0148	yup	yupa!
yUS	1	parasmaipada	hiMsAyAm	0775	yUz	yUza!
yeS	1	atmanepada	prayatne ityanye	0702	yez	yezf!
yauT	1	parasmaipada	bandhe	0326	yOw	yOwf!
raMh	10	ubhayapada	bhASArthaH ca	0329	raMh	rahi!
raMh	1	parasmaipada	gatau	0833	raMh	rahi!
rak	10	ubhayapada	AsvAdane	0262	rak	raka!
rakS	1	parasmaipada	pAlane	0746	rakz	rakza!
rakh	1	parasmaipada	gatyarthaH	0144	raK	raKa!
rag	10	ubhayapada	AsvAdane ityanye	0265	rag	raga!
rag	1	parasmaipada	zaGkAyAm	0894	rag	rage!
ragh	10	ubhayapada	AsvAdane ityeke	0264	raG	raGa!
raGkh	1	parasmaipada	gatyarthaH	0145	raNK	raKi!
raGg	10	ubhayapada	gatau	0397	raNg	raNga!
raGg	1	parasmaipada	gatyarthaH	0153	raNg	ragi!
raGgh	10	ubhayapada	bhASArthaH ca	0326	raNG	raGi!
raGgh	1	atmanepada	gatyarthaH	0112	raNG	raGi!
raca	10	ubhayapada	pratiyatne	0403	raca	raca
raJj	4	ubhayapada	rAge mit 1940	0063	raYj	raYja!
raJj	1	ubhayapada	rAge mit 1940	1154	raYj	raYja!
raT	10	ubhayapada	paribhASaNe	0462	raw	rawa!
raT	1	parasmaipada	paribhASaNe ityeke	0334	raw	rawa!
raTh	1	parasmaipada	paribhASaNe	0386	raW	raWa!
raN	1	parasmaipada	zabdArthaH mit iti bhojaH 0932	0904	raR	raRa!
raNv	1	parasmaipada	gatyarthaH	0680	raRv	ravi!
rad	1	parasmaipada	vilekhane	0055	rad	rada!
radh	4	parasmaipada	hiMsAsaMrAddhyoH	0090	raD	raDa!
rap	1	parasmaipada	vyaktAyAM vAci	0467	rap	rapa!
raph	1	parasmaipada	gatau	0479	raP	raPa!
rabh	1	atmanepada	rAbhasye	1129	raB	raBa!
ram	1	atmanepada	krIDAyAm rama! iti mAdhavaH	0989	ram	ramu!
ramph	1	parasmaipada	gatau	0480	ramP	raPi!
ramb	1	atmanepada	zabde	0436	ramb	rabi!
rambh	1	atmanepada	zabde kvacitpaThyate ityeke	0449	ramB	raBi!
ray	1	atmanepada	gatau	0554	ray	raya!
rasa	10	ubhayapada	AsvAdanasnehanayoH	0477	rasa	rasa
ras	1	parasmaipada	zabde	0810	ras	rasa!
raha	10	ubhayapada	tyAge	0396	raha	raha
rah	10	ubhayapada	tyAge	0122	rah	raha!
rah	1	parasmaipada	tyAge	0832	rah	raha!
rA	2	parasmaipada	dAne	0052	rA	rA
rAkh	1	parasmaipada	zoSaNAlamarthyoH	0130	rAK	rAKf!
rAgh	1	atmanepada	sAmarthye	0118	rAG	rAGf!
rAj	1	ubhayapada	dIptau	0956	rAj	rAjf!
rAdh	5	parasmaipada	saMsiddhau	0018	rAD	rADa!
rAdh	4	parasmaipada	akarmakAdvRddhAveva	0077	rAD	rADo!
rAs	1	atmanepada	zabde	0713	rAs	rAsf!
ri	5	parasmaipada	R' hiMsAyAm	0032	ri	ri
ri	6	parasmaipada	gatau	0140	ri	ri
rikh	1	parasmaipada	gatyarthaH ityapi kecit	0168	riK	riKa!
riGkh	1	parasmaipada	gatyarthaH ityapi kecit	0169	riNK	riKi!
riGg	1	parasmaipada	gatyarthaH	0164	riNg	rigi!
ric	10	ubhayapada	viyojanasamparcanayoH	0348	ric	rica!
ric	7	ubhayapada	virecane	0004	ric	rici!r
riNv	1	parasmaipada	gatyarthaH	0679	riRv	rivi!
riph	6	parasmaipada	katthanayuddhanindAhiMsAdAneSu	0026	riP	riPa!
riz	6	parasmaipada	hiMsAyAm	0156	riS	riSa!
riS	4	parasmaipada	hiMsAyAm	0144	riz	riza!
riS	1	parasmaipada	hiMsArthAH	0790	riz	riza!
rih	6	parasmaipada	katthanayuddhanindAhiMsAdAneSu ityeke	0027	rih	riha!
rI	9	parasmaipada	gatireSaNayoH	0035	rI	rI
rI	4	atmanepada	zravaNe	0033	rI	rIN
ru	1	atmanepada	gatiroSaNayoH	1114	ru	ruN
ru	2	parasmaipada	zabde	0028	ru	ru
ruMz	10	ubhayapada	bhASArthaH ca	0319	ruMS	ruSi!
ruMs	10	ubhayapada	bhASArthaH ca	0321	ruMs	rusi!
ruc	1	atmanepada	dIptAvabhiprItau ca	0847	ruc	ruca!
ruj	6	parasmaipada	bhaGge	0152	ruj	rujo!
ruj	10	ubhayapada	hiMsAyAm	0335	ruj	ruja!
ruT	10	ubhayapada	bhASArthaH ca	0314	ruw	ruwa!
ruT	1	atmanepada	upaghAte pratighAte	0849	ruw	ruwa!
ruTh	1	parasmaipada	upaghAte	0389	ruW	ruWa!
ruNT	1	parasmaipada	steye	0371	ruRw	ruwi!
ruNTh	1	parasmaipada	steye ityeke	0400	ruRW	ruWi!
ruND	1	parasmaipada	steye ityapare	0375	ruRq	ruqi!
rud	2	parasmaipada	azruvimocane	0062	rud	rudi!r
rudh	7	ubhayapada	AvaraNe	0001	ruD	ruDi!r
rup	4	parasmaipada	vimohane	0149	rup	rupa!
ruz	6	parasmaipada	hiMsAyAm	0155	ruS	ruSa!
ruS	4	parasmaipada	hiMsAyAm roSe	0143	ruz	ruza!
ruS	1	parasmaipada	hiMsArthaH	0789	ruz	ruza!
ruS	10	ubhayapada	roSe	0187	ruz	ruza!
ruh	1	parasmaipada	bIjajanmani prAdurbhAve ca	0995	ruh	ruha!
rUkSa	10	ubhayapada	pAruSye	0452	rUkza	rUkza
rUpa	10	ubhayapada	rUpakriyAyAm	0479	rUpa	rUpa
rUS	1	parasmaipada	bhUSAyAm	0772	rUz	rUza!
rek	1	atmanepada	zaGkAyAm	0085	rek	rekf!
rej	1	atmanepada	dIptau	0206	rej	rejf!
reT	1	ubhayapada	paribhASaNe	1002	rew	rewf!
rep	1	atmanepada	gatau	0430	rep	repf!
rebh	1	atmanepada	zabde	0447	reB	reBf!
rev	1	atmanepada	plavagatau	0584	rev	revf!
reS	1	atmanepada	avyakte zabde	0707	rez	rezf!
rai	1	parasmaipada	zabde	1057	rE	rE
roD	1	parasmaipada	unmAde	0412	roq	roqf!
rauD	1	parasmaipada	anAdare	0411	rOq	rOqf!
lakS	10	atmanepada	Alocane	0219	lakz	lakza!
lakS	10	ubhayapada	darzanAGkanayoH	0006	lakz	lakza!
lakh	1	parasmaipada	gatyarthaH	0146	laK	laKa!
lag	10	ubhayapada	AsvAdane	0263	lag	laga!
lag	1	parasmaipada	saGge	0895	lag	lage!
laGkh	1	parasmaipada	gatyarthaH	0147	laNK	laKi!
laGg	1	parasmaipada	gatyarthaH	0154	laNg	lagi!
laGgh	10	ubhayapada	bhASArthaH ca	0291	laNG	laGi!
laGgh	1	atmanepada	gatyarthaH laghi! bhojananivRttAvapi	0113	laNG	laGi!
laGgh	1	parasmaipada	zoSaNe bhASAyAM dIptau sImAtikrame ca	0182	laNG	laGi!
lach	1	parasmaipada	lakSaNe	0234	laC	laCa!
laja	10	ubhayapada	prakAzane	0463	laja	laja
laj	10	ubhayapada	apavAraNe ityeke	0016	laj	laja!
laj	1	parasmaipada	bharjane	0271	laj	laja!
laj	6	atmanepada	vrIDAyAm vrIDe	0010	laj	o!lajI!
laJj	10	ubhayapada	bhASArthaH ca	0315	laYj	laji!
laJj	1	parasmaipada	bharjane	0272	laYj	laji!
laT	1	parasmaipada	bAlye	0335	law	lawa!
laD	10	ubhayapada	upasevAyAm	0010	laq	laqa!
laD	1	parasmaipada	vilAse	0415	laq	laqa!
lap	1	parasmaipada	vyaktAyAM vAci	0468	lap	lapa!
labh	1	atmanepada	prAptau	1130	laB	qulaBa!z
lamb	1	atmanepada	zabde	0439	lamb	labi!
lambh	1	atmanepada	ca zabde kvacitpaThyate	0450	lamB	laBi!
lay	1	atmanepada	ca gatau	0555	lay	laya!
larb	1	parasmaipada	gatau	0483	larb	larba!
lal	1	parasmaipada	vilAse ityeke IpsAyAm	0416	lal	lala!
lal	10	atmanepada	IpsAyAm	0210	lal	lala!
laS	1	ubhayapada	kAntau	1033	laz	laza!
las	1	parasmaipada	zabde zleSaNakrIDanayoH ca	0811	las	lasa!
las	10	ubhayapada	zilpayoge	0253	las	lasa!
lasj	6	atmanepada	vrIDAyAm vrIDe	0011	lasj	o!lasjI!
lA	2	parasmaipada	AdAne dAne	0053	lA	lA
lAkh	1	parasmaipada	zoSaNAlamarthyoH	0131	lAK	lAKf!
lAgh	1	atmanepada	sAmarthye	0119	lAG	lAGf!
lAj	1	parasmaipada	bharjane bhartsane ca	0273	lAj	lAja!
lAJch	1	parasmaipada	lakSaNe	0235	lAYC	lACi!
lAJj	1	parasmaipada	bharjane bhartsane ca	0274	lAYj	lAji!
lAbha	10	ubhayapada	preraNe	0482	lABa	lABa
likh	1	parasmaipada	gatyarthaH ityapi kecit	0170	liK	liKa!
likh	6	parasmaipada	akSaravinyAse	0092	liK	liKa!
liGkh	1	parasmaipada	gatyarthaH ityapi kecit	0171	liNK	liKi!
liGg	1	parasmaipada	gatyarthAH	0165	liNg	ligi!
liGg	10	ubhayapada	citrIkaraNe	0267	liNg	ligi!
liJj	10	ubhayapada	bhASArthaH	0288	liYj	liji!
lip	6	ubhayapada	upadehe	0169	lip	lipa!
liz	4	atmanepada	alpIbhAve	0076	liS	liSa!
liz	6	parasmaipada	gatau	0157	liS	liSa!
lih	2	ubhayapada	AsvAdane	0006	lih	liha!
lI	10	ubhayapada	dravIkaraNe	0343	lI	lI
lI	4	atmanepada	zleSaNe	0034	lI	lIN
lI	9	parasmaipada	zleSaNe	0036	lI	lI
luJc	1	parasmaipada	apanayane	0214	luYc	luYca!
luJj	10	ubhayapada	bhASArthaH	0049	luYj	luji!
luT	1	atmanepada	upaghAte pratighAte	0850	luw	luwa!
luT	10	ubhayapada	bhASArthaH	0284	luw	luwa!
luT	4	parasmaipada	viloDane	0133	luw	luwa!
luT	1	parasmaipada	viloDane	0351	luw	luwa!
luT	6	parasmaipada	saMzleSaNe	0109	luw	luwa!
luTh	1	atmanepada	upaghAte pratighAte	0851	luW	luWa!
luTh	1	parasmaipada	upaghAte	0390	luW	luWa!
luTh	4	parasmaipada	viloDane ityeke	0134	luW	luWa!
luTh	6	parasmaipada	saMzleSaNe ityeke	0110	luW	luWa!
luD	1	parasmaipada	viloDane ityeke	0352	luq	luqa!
luD	6	parasmaipada	saMzleSaNe ityanye	0111	luq	luqa!
luNT	10	ubhayapada	steye	0039	luRw	luRwa!
luNT	1	parasmaipada	steye	0372	luRw	luwi!
luNTh	10	ubhayapada	steye iti kecit	0040	luRW	luRWa!
luNTh	1	parasmaipada	steye ityeke	0374	luRW	luWi!
luND	1	parasmaipada	steye ityapare	0376	luRq	luqi!
lunth	1	parasmaipada	hiMsAsaGklezanayoH	0047	lunT	luTi!
lup	6	ubhayapada	chedane	0167	lup	lupx!
lup	4	parasmaipada	vimohane	0150	lup	lupa!
lubh	4	parasmaipada	gArddhye gArdhnye	0153	luB	luBa!
lubh	6	parasmaipada	vimohane	0025	luB	luBa!
lumb	10	ubhayapada	adarzane ardana ityeke	0159	lumb	lubi!
lumb	1	parasmaipada	ardane	0493	lumb	lubi!
lU	9	ubhayapada	chedane	0016	lU	lUY
lUS	1	parasmaipada	bhUSAyAm	0771	lUz	lUza!
lUS	10	ubhayapada	hiMsAyAm	0100	lUz	lUza!
lep	1	atmanepada	gatau	0431	lep	lepf!
lok	10	ubhayapada	bhASArthaH	0307	lok	lokf!
lok	1	atmanepada	darzane	0080	lok	lokf!
loc	10	ubhayapada	bhASArthaH	0308	loc	locf!
loc	1	atmanepada	darzane	0188	loc	locf!
loD	1	parasmaipada	unmAde	0413	loq	loqf!
loST	1	atmanepada	saGghAte	0291	lozw	lozwa!
vakS	1	parasmaipada	roSe saGghAta ityeke	0753	vakz	vakza!
vakh	1	parasmaipada	gatyarthaH	0138	vaK	vaKa!
vaGk	1	atmanepada	gatyarthaH	0093	vaNk	vaki!
vaGkh	1	parasmaipada	gatyarthaH	0139	vaNK	vaKi!
vaGg	1	parasmaipada	gatyarthaH	0156	vaNg	vagi!
vaGgh	1	atmanepada	gatyAkSepe gatau gatyArambhe cetyapare	0116	vaNG	vaGi!
vac	10	ubhayapada	paribhASaNe	0380	vac	vaca!
vac	2	parasmaipada	paribhASaNe	0058	vac	vaca!
vaj	1	parasmaipada	gatau	0285	vaj	vaja!
vaJc	1	parasmaipada	gatyarthaH	0216	vaYc	vaYcu!
vaJc	10	atmanepada	pralambhane	0227	vaYc	vaYcu!
vaTa	10	ubhayapada	granthe	0395	vawa	vawa
vaT	1	parasmaipada	paribhASaNe	0888	vaw	vawa!
vaTh	1	parasmaipada	sthaulye	0382	vaW	vaWa!
vaN	1	parasmaipada	zabdArthaH	0514	vaR	vaRa!
vaNT	10	ubhayapada	vibhAjane	0073	vaRw	vawi!
vaNT	1	parasmaipada	vibhAjane	0377	vaRw	vawi!
vaNTh	1	atmanepada	ekacaryAyAm	0295	vaRW	vaWi!
vaND	10	ubhayapada	vibhAjane ityeke	0074	vaRq	vaqi!
vaND	1	atmanepada	vibhAjane	0304	vaRq	vaqi!
vad	10	ubhayapada	sandezavacane	0379	vad	vada!
vad	1	parasmaipada	vyaktAyAM vAci	1164	vad	vada!
van	1	parasmaipada	sambhaktau	0534	van	vana!
van	8	atmanepada	yAcane mit anupasargAdvA 1947	0008	van	vanu!
vand	1	atmanepada	abhivAdanastutyoH	0011	vand	vadi!
vap	1	ubhayapada	bIjasantAne chedane'pi	1158	vap	quvapa!
vabhr	1	parasmaipada	gatyarthaH	0638	vaBr	vaBra!
vam	1	parasmaipada	udgiraNe mit anupasargAdvA 1948	0984	vam	wuvama!
vay	1	atmanepada	gatau	0547	vay	vaya!
vara	10	ubhayapada	IpsAyAm	0390	vara	vara
varc	1	atmanepada	dIptau	0186	varc	varca!
varNa	10	ubhayapada	varNakriyAvistAraguNavacaneSu bahulametannidarzanam ityeke	0484	varRa	varRa
varN	10	ubhayapada	preraNe varNa! varNana ityeke	0025	varR	varRa!
vardh	10	ubhayapada	chedanapUranayoH	0156	varD	varDa!
varS	1	atmanepada	snehane	0697	varz	varza!
varh	10	ubhayapada	bhASArthaH	0175	varh	varha!
varh	1	atmanepada	paribhASaNahiMsAcchAdaneSu	0727	varh	varha!
val	1	atmanepada	saMvaraNe saJcalane ca mit iti bhojaH 0930	0564	val	vala!
valk	10	ubhayapada	paribhASaNe	0054	valk	valka!
valg	1	parasmaipada	gatyarthaH	0152	valg	valga!
valbh	1	atmanepada	bhojane	0456	valB	valBa!
